age,yr,cohort,rate,y,D,L,country,gender
70.0,1997.0,1927.0,0.013556024566811962,-4.300924212992592,6872.44,506965.7380840986,SC1,Female
71.0,1997.0,1926.0,0.015132889557081643,-4.190884787454832,7433.72,491229.3829912536,SC1,Female
72.0,1997.0,1925.0,0.017375469710694407,-4.052695854187655,7840.92,451263.77188951627,SC1,Female
73.0,1997.0,1924.0,0.019764615855358863,-3.923862018022723,8419.21,425973.87480805826,SC1,Female
74.0,1997.0,1923.0,0.02257865064703154,-3.7907504808136725,9062.53,401376.06722709397,SC1,Female
75.0,1997.0,1922.0,0.025918393568158275,-3.6528023859557917,9676.84,373358.0159801402,SC1,Female
76.0,1997.0,1921.0,0.030182859829833018,-3.500481071025333,10546.27,349412.54935610737,SC1,Female
77.0,1997.0,1920.0,0.03381653503142504,-3.38680539400034,11271.64,333317.4137895999,SC1,Female
78.0,1997.0,1919.0,0.03994413319999032,-3.220273471121095,10980.49,274896.18926072126,SC1,Female
79.0,1997.0,1918.0,0.044958911774869,-3.1020062779852484,12234.12,272117.7963839995,SC1,Female
80.0,1997.0,1917.0,0.05269399758795459,-2.9432537276834356,13143.58,249432.2048362585,SC1,Female
81.0,1997.0,1916.0,0.061460965967984456,-2.789353005384363,14443.23,234998.4217222294,SC1,Female
82.0,1997.0,1915.0,0.07058507903159522,-2.6509365019810174,15285.64,216556.24970197817,SC1,Female
83.0,1997.0,1914.0,0.08126672281774852,-2.510018659654809,16099.06,198101.5038111515,SC1,Female
84.0,1997.0,1913.0,0.09269115815670083,-2.378482192224773,16380.2,176718.04221399562,SC1,Female
50.0,1998.0,1948.0,0.0013776474765567267,-6.5873779616466095,2408.42,1748212.108673528,SC1,Female
51.0,1998.0,1947.0,0.0015546803483540022,-6.466485318241549,2320.37,1492506.1620909157,SC1,Female
52.0,1998.0,1946.0,0.0017057372037038907,-6.373757884155951,1645.97,964961.0716269128,SC1,Female
53.0,1998.0,1945.0,0.0018433294479262472,-6.296181859934004,2021.19,1096488.7488093062,SC1,Female
54.0,1998.0,1944.0,0.0020790399712573926,-6.17584904409705,2501.47,1203185.1405373046,SC1,Female
55.0,1998.0,1943.0,0.0024434471776722637,-6.01434545897401,2568.51,1051182.9449273697,SC1,Female
56.0,1998.0,1942.0,0.002564493626958111,-5.965994236239185,2903.71,1132274.2117492615,SC1,Female
57.0,1998.0,1941.0,0.0028717185067438596,-5.852844645571938,2919.72,1016715.2501693376,SC1,Female
58.0,1998.0,1940.0,0.0032657153094590953,-5.724276456188172,2761.62,845640.1548539792,SC1,Female
59.0,1998.0,1939.0,0.003714956261130252,-5.59538837446712,2772.63,746342.569092979,SC1,Female
60.0,1998.0,1938.0,0.004054163081575456,-5.508011004436449,3425.01,844813.0800572123,SC1,Female
61.0,1998.0,1937.0,0.004490949877970122,-5.405691045488777,3587.11,798741.9359980363,SC1,Female
62.0,1998.0,1936.0,0.005069553556609315,-5.284502521151792,4003.36,789686.8935886298,SC1,Female
63.0,1998.0,1935.0,0.005405631166195741,-5.220314060204277,4179.46,773167.8080695488,SC1,Female
64.0,1998.0,1934.0,0.0061604427340343345,-5.089606631611235,4468.63,725374.8136172667,SC1,Female
65.0,1998.0,1933.0,0.007216677269197763,-4.931360644029927,5149.03,713490.4067245878,SC1,Female
66.0,1998.0,1932.0,0.008224215269660653,-4.800672394826322,5179.05,629731.8139404318,SC1,Female
67.0,1998.0,1931.0,0.009033471637910826,-4.706818529411962,5680.34,628810.2988181512,SC1,Female
68.0,1998.0,1930.0,0.01026860318966301,-4.578664273087907,5880.46,572664.0606698701,SC1,Female
69.0,1998.0,1929.0,0.011320114670705837,-4.481174076337397,6604.89,583464.937602807,SC1,Female
70.0,1998.0,1928.0,0.012884784376770236,-4.351708169455531,6853.04,531870.755428025,SC1,Female
71.0,1998.0,1927.0,0.014577817526709566,-4.228254253132313,7502.42,514646.31013895053,SC1,Female
72.0,1998.0,1926.0,0.016523793412047266,-4.102953911822598,8159.81,493821.83597446803,SC1,Female
73.0,1998.0,1925.0,0.018743083107595846,-3.976930495554625,8480.99,452486.3893156928,SC1,Female
74.0,1998.0,1924.0,0.0214513892634433,-3.8419658681789426,9051.33,421946.09816833434,SC1,Female
75.0,1998.0,1923.0,0.02457926787922578,-3.705851960510547,9856.8,401020.89486281626,SC1,Female
76.0,1998.0,1922.0,0.02873589515884261,-3.549608235294581,10636.26,370138.46066761593,SC1,Female
77.0,1998.0,1921.0,0.03332281757464385,-3.4015129041948393,11550.8,346633.3533809364,SC1,Female
78.0,1998.0,1920.0,0.037331271592540446,-3.287923923079929,11964.04,320483.05588365387,SC1,Female
79.0,1998.0,1919.0,0.04347814549025471,-3.1354968696568126,11887.0,273401.72553275945,SC1,Female
80.0,1998.0,1918.0,0.048599244688756676,-3.024147289580065,12954.63,266560.3155556247,SC1,Female
81.0,1998.0,1917.0,0.05760622506319607,-2.8541246431060463,14242.39,247236.99538332174,SC1,Female
82.0,1998.0,1916.0,0.06633424349308459,-2.713049022018611,15285.01,230424.12478245082,SC1,Female
83.0,1998.0,1915.0,0.07661303233302619,-2.5689880818109883,16171.52,211080.53692098564,SC1,Female
84.0,1998.0,1914.0,0.08839672637269572,-2.4259203420073203,16839.92,190503.8873159173,SC1,Female
50.0,1999.0,1949.0,0.0014193976921592745,-6.557522657801672,2321.17,1635320.3988016173,SC1,Female
51.0,1999.0,1948.0,0.0015501712112544243,-6.469389895277292,2577.3,1662590.5456690853,SC1,Female
52.0,1999.0,1947.0,0.0017776830083004074,-6.332444443330509,2344.18,1318671.5455199205,SC1,Female
53.0,1999.0,1946.0,0.0018292145539416172,-6.303868609760235,1717.87,939129.8556521484,SC1,Female
54.0,1999.0,1945.0,0.00211511408074486,-6.158646529052087,2166.09,1024100.7895125867,SC1,Female
55.0,1999.0,1944.0,0.0023059515050907883,-6.072261887238973,2707.36,1174074.9942152004,SC1,Female
56.0,1999.0,1943.0,0.0025452294083154713,-5.973534492250154,2775.4,1090432.1594480022,SC1,Female
57.0,1999.0,1942.0,0.0028336480927129144,-5.86619031877845,3007.51,1061356.209945121,SC1,Female
58.0,1999.0,1941.0,0.003214129218227304,-5.740198807674975,3166.59,985209.300871381,SC1,Female
59.0,1999.0,1940.0,0.003529066681921569,-5.646721839051944,3139.58,889634.6493205125,SC1,Female
60.0,1999.0,1939.0,0.004002211175857847,-5.520908276632084,3093.56,772962.7108786723,SC1,Female
61.0,1999.0,1938.0,0.004444729843356649,-5.416036189510853,3597.81,809455.2710278883,SC1,Female
62.0,1999.0,1937.0,0.005088511728372403,-5.280769882456807,3952.99,776846.0035100267,SC1,Female
63.0,1999.0,1936.0,0.005583113906693044,-5.188008610445231,4403.21,788665.6216562993,SC1,Female
64.0,1999.0,1935.0,0.006238439140763024,-5.077025265588686,4601.32,737575.5210841428,SC1,Female
65.0,1999.0,1934.0,0.007032369548639561,-4.957231567556946,4830.43,686885.1198149087,SC1,Female
66.0,1999.0,1933.0,0.007755207968902728,-4.859390665317634,5377.71,693432.0809401689,SC1,Female
67.0,1999.0,1932.0,0.008889359584081514,-4.722900269837276,5985.01,673277.9727706781,SC1,Female
68.0,1999.0,1931.0,0.010069623212320257,-4.598231989801718,6289.17,624568.5531018833,SC1,Female
69.0,1999.0,1930.0,0.011474349365695876,-4.467641224800265,6491.26,565719.2223383491,SC1,Female
70.0,1999.0,1929.0,0.012893448837574687,-4.351035938658432,7279.66,564601.4570426864,SC1,Female
71.0,1999.0,1928.0,0.014611071911395976,-4.2259756875743735,7734.89,529385.5267365521,SC1,Female
72.0,1999.0,1927.0,0.01647322418168855,-4.106018993071555,8192.12,497299.12673113914,SC1,Female
73.0,1999.0,1926.0,0.018647059052939976,-3.982066836858298,8864.45,475380.59352058487,SC1,Female
74.0,1999.0,1925.0,0.021249712696352473,-3.851411903874758,9487.77,446489.3307300377,SC1,Female
75.0,1999.0,1924.0,0.02447719562333823,-3.710013385770436,10092.08,412305.40276344086,SC1,Female
76.0,1999.0,1923.0,0.0280390079300794,-3.574158597966639,10954.51,390688.2164774572,SC1,Female
77.0,1999.0,1922.0,0.03226203177025616,-3.4338642271692255,11923.0,369567.5487801223,SC1,Female
78.0,1999.0,1921.0,0.037817578199307214,-3.2749812527226347,12874.48,340436.3952696434,SC1,Female
79.0,1999.0,1920.0,0.04242884375324794,-3.1599268708286297,13473.78,317561.80013669544,SC1,Female
80.0,1999.0,1919.0,0.04946647247669476,-3.006460162597959,13064.57,264109.59475946333,SC1,Female
81.0,1999.0,1918.0,0.05629814941002454,-2.87709361453615,14268.18,253439.5917010264,SC1,Female
82.0,1999.0,1917.0,0.06469151875140333,-2.738125171826607,15266.68,235991.98619322607,SC1,Female
83.0,1999.0,1916.0,0.07640032187835519,-2.571768369751061,16714.41,218774.0782900461,SC1,Female
84.0,1999.0,1915.0,0.08714118318026237,-2.4402256804614217,17354.72,199156.35026551803,SC1,Female
50.0,2000.0,1950.0,0.0014176046990435392,-6.558786663330902,2161.31,1524621.0748724523,SC1,Female
51.0,2000.0,1949.0,0.001579142014332118,-6.4508736083405775,2474.5,1566990.161455849,SC1,Female
52.0,2000.0,1948.0,0.001774098129454322,-6.334463081261385,2708.64,1526770.1121093705,SC1,Female
53.0,2000.0,1947.0,0.001905296175525794,-6.263117809771151,2556.55,1341812.3821586338,SC1,Female
54.0,2000.0,1946.0,0.00210431636721377,-6.163764630764976,1846.12,877301.5449403949,SC1,Female
55.0,2000.0,1945.0,0.00235288500562216,-6.052113041819954,2315.41,984072.7423853632,SC1,Female
56.0,2000.0,1944.0,0.0026077972886445816,-5.94924936468532,2705.64,1037519.2933060655,SC1,Female
57.0,2000.0,1943.0,0.002893304612334641,-5.845355965639708,2726.65,942399.907834051,SC1,Female
58.0,2000.0,1942.0,0.003201416885335265,-5.744161790505848,3151.91,984535.9454552634,SC1,Female
59.0,2000.0,1941.0,0.0034879580270561514,-5.658438806535287,3252.98,932631.6356924531,SC1,Female
60.0,2000.0,1940.0,0.003938833841890435,-5.536870578698413,3060.85,777095.4863460175,SC1,Female
61.0,2000.0,1939.0,0.00459570562109664,-5.38263297215738,3014.83,656010.2514313336,SC1,Female
62.0,2000.0,1938.0,0.004996956071947179,-5.298926337543804,3723.25,745103.608355146,SC1,Female
63.0,2000.0,1937.0,0.005652509889866593,-5.175655604168993,4136.51,731800.5771941476,SC1,Female
64.0,2000.0,1936.0,0.006336078720049901,-5.061495200296893,4541.75,716807.6977370998,SC1,Female
65.0,2000.0,1935.0,0.007125681581655777,-4.944049896819338,4841.94,679505.5244209901,SC1,Female
66.0,2000.0,1934.0,0.00803911661900755,-4.823436075085538,5082.08,632168.9609507612,SC1,Female
67.0,2000.0,1933.0,0.009082692675473009,-4.701384580169018,5719.46,629709.7352467827,SC1,Female
68.0,2000.0,1932.0,0.010384150901544816,-4.567474587004959,6003.64,578154.155975031,SC1,Female
69.0,2000.0,1931.0,0.011208925247452978,-4.491044920940974,6465.92,576854.591966278,SC1,Female
70.0,2000.0,1930.0,0.013044901255323458,-4.339357929964183,6826.14,523280.3120847189,SC1,Female
71.0,2000.0,1929.0,0.014668131471516908,-4.222078065660996,7466.52,509030.070701149,SC1,Female
72.0,2000.0,1928.0,0.016720569017279793,-4.0911156397707025,7731.68,462405.3159919218,SC1,Female
73.0,2000.0,1927.0,0.01919201168367483,-3.9532611446665404,8749.3,455882.38191009214,SC1,Female
74.0,2000.0,1926.0,0.020776440204734136,-3.8739356167091636,9365.67,450783.19036896084,SC1,Female
75.0,2000.0,1925.0,0.023997130608556006,-3.729821013758649,9706.88,404501.69473758165,SC1,Female
76.0,2000.0,1924.0,0.027676715863362872,-3.587163801826537,10684.47,386045.4416899801,SC1,Female
77.0,2000.0,1923.0,0.03180707900416079,-3.448066403776243,11339.87,356520.3204769792,SC1,Female
78.0,2000.0,1922.0,0.03689228917337898,-3.2997527152630703,12266.43,332493.056810671,SC1,Female
79.0,2000.0,1921.0,0.04275259680082489,-3.1523253415652577,13089.93,306178.5945069759,SC1,Female
80.0,2000.0,1920.0,0.04832894943038641,-3.029724530783578,13876.4,287123.97359242686,SC1,Female
81.0,2000.0,1919.0,0.05589524767960193,-2.884275917111209,13382.1,239413.91362478177,SC1,Female
82.0,2000.0,1918.0,0.06283471121119945,-2.767247631911913,14525.79,231174.6122485715,SC1,Female
83.0,2000.0,1917.0,0.07348544955539531,-2.610667857593766,15455.36,210318.6425817445,SC1,Female
84.0,2000.0,1916.0,0.08549408054654341,-2.4593081388099245,16331.89,191029.48292553233,SC1,Female
50.0,2001.0,1951.0,0.0015315327494800136,-6.481486247995811,1916.36,1251269.3578708277,SC1,Female
51.0,2001.0,1950.0,0.0015905372406132957,-6.443683432642841,2221.58,1396748.182484165,SC1,Female
52.0,2001.0,1949.0,0.0017533917526987091,-6.346203222426013,2553.81,1456497.0983063756,SC1,Female
53.0,2001.0,1948.0,0.0019427842663452357,-6.2436331459683245,2980.12,1533942.8322662914,SC1,Female
54.0,2001.0,1947.0,0.0021987415061343854,-6.119870124962885,2653.89,1207004.094203785,SC1,Female
55.0,2001.0,1946.0,0.0024132752487552203,-6.026770429737616,1871.33,775431.6466657674,SC1,Female
56.0,2001.0,1945.0,0.002817820201475566,-5.871791671133957,2324.65,824981.6644733704,SC1,Female
57.0,2001.0,1944.0,0.0029135092842077458,-5.838396984769526,2950.1,1012558.9837624986,SC1,Female
58.0,2001.0,1943.0,0.003308862981203542,-5.711150658816723,2974.12,898834.4385654237,SC1,Female
59.0,2001.0,1942.0,0.003684713435894379,-5.603562521386571,3206.28,870157.2200340595,SC1,Female
60.0,2001.0,1941.0,0.004114579943453795,-5.493218529418648,3297.35,801381.9260568774,SC1,Female
61.0,2001.0,1940.0,0.004593110630132489,-5.383197787246111,3218.29,700677.658161952,SC1,Female
62.0,2001.0,1939.0,0.0051225451248178705,-5.274103868750367,3241.31,632753.8208099715,SC1,Female
63.0,2001.0,1938.0,0.005705638213339333,-5.1663004328032756,3949.81,692264.3624276168,SC1,Female
64.0,2001.0,1937.0,0.00652034948137057,-5.032827303042877,4341.09,665775.6631608506,SC1,Female
65.0,2001.0,1936.0,0.007212624312812294,-4.931922411551247,4754.38,659174.7738135285,SC1,Female
66.0,2001.0,1935.0,0.008083056149275715,-4.81798524166595,5029.57,622236.1823443075,SC1,Female
67.0,2001.0,1934.0,0.008985143115561455,-4.712182830597291,5402.84,601308.1740059064,SC1,Female
68.0,2001.0,1933.0,0.010326347450731571,-4.573056644947092,6107.34,591432.7431978211,SC1,Female
69.0,2001.0,1932.0,0.011457271865041295,-4.4691306531873645,6449.58,562924.5841393634,SC1,Female
70.0,2001.0,1931.0,0.013047942932324773,-4.339124787345217,7000.98,536558.1407208549,SC1,Female
71.0,2001.0,1930.0,0.014541220133259205,-4.230767894767552,7253.15,498799.2708679468,SC1,Female
72.0,2001.0,1929.0,0.01717104085319257,-4.06453098545625,7931.64,461919.5812189387,SC1,Female
73.0,2001.0,1928.0,0.019042603556563342,-3.961076517551031,8435.0,442954.1357065505,SC1,Female
74.0,2001.0,1927.0,0.021537146732974438,-3.8379760796781905,9180.53,426264.91400293773,SC1,Female
75.0,2001.0,1926.0,0.024556820148018334,-3.7067656568860783,10091.17,410931.46177618316,SC1,Female
76.0,2001.0,1925.0,0.027757754273826537,-3.5842400445328577,10510.47,378649.8682968232,SC1,Female
77.0,2001.0,1924.0,0.03146744040005064,-3.458801905816436,11370.09,361328.7212258199,SC1,Female
78.0,2001.0,1923.0,0.03679204617279515,-3.3024735937769623,12105.6,329027.63665672793,SC1,Female
79.0,2001.0,1922.0,0.042324663792253026,-3.1623852944734474,13162.36,310985.5772181987,SC1,Female
80.0,2001.0,1921.0,0.04825984264258278,-3.0311554794084126,13972.93,289535.34108026244,SC1,Female
81.0,2001.0,1920.0,0.055203839534468446,-2.8967227713341996,14674.43,265822.63342095085,SC1,Female
82.0,2001.0,1919.0,0.06394313154741625,-2.7497611602060426,13741.77,214906.11528479736,SC1,Female
83.0,2001.0,1918.0,0.07201020837691577,-2.630947387003624,15196.8,211036.74524113195,SC1,Female
84.0,2001.0,1917.0,0.08559919947621278,-2.458079347791572,16200.51,189260.0643362555,SC1,Female
50.0,2002.0,1952.0,0.001464317272031219,-6.52636617105419,1777.09,1213596.2840450008,SC1,Female
51.0,2002.0,1951.0,0.0016003399929048652,-6.4375391767448455,1976.2,1234862.5971740484,SC1,Female
52.0,2002.0,1950.0,0.0018265868492173933,-6.305306163328916,2342.43,1282408.2254854846,SC1,Female
53.0,2002.0,1949.0,0.001974496487875658,-6.227441855980272,2688.64,1361683.8604218953,SC1,Female
54.0,2002.0,1948.0,0.0021883478990896744,-6.124608403821824,2935.79,1341555.4269141813,SC1,Female
55.0,2002.0,1947.0,0.0023365117255872963,-6.059096177395428,2730.67,1168695.183549156,SC1,Female
56.0,2002.0,1946.0,0.0026529850849521582,-5.9320698257978,1997.22,752819.9126818748,SC1,Female
57.0,2002.0,1945.0,0.0029478625035357702,-5.8266749463344185,2447.49,830259.212247652,SC1,Female
58.0,2002.0,1944.0,0.0031321220902374935,-5.766044520056032,2984.82,952970.5145605215,SC1,Female
59.0,2002.0,1943.0,0.003802255273212369,-5.572160895346463,3190.94,839222.9797091205,SC1,Female
60.0,2002.0,1942.0,0.003961221860471933,-5.531202750683477,3385.07,854551.9840175548,SC1,Female
61.0,2002.0,1941.0,0.004475551695056123,-5.409125651042719,3537.16,790329.3808241095,SC1,Female
62.0,2002.0,1940.0,0.0049811846314684535,-5.302087538429104,3562.17,715125.0683413981,SC1,Female
63.0,2002.0,1939.0,0.005681743473056295,-5.170497143866689,3492.13,614622.9615188049,SC1,Female
64.0,2002.0,1938.0,0.006378856641659461,-5.054766407456673,4209.57,659925.4751247833,SC1,Female
65.0,2002.0,1937.0,0.006925404025243992,-4.972558885615099,4562.78,658846.7594624194,SC1,Female
66.0,2002.0,1936.0,0.008088398550255095,-4.817324521740254,5193.17,642051.6951203172,SC1,Female
67.0,2002.0,1935.0,0.008829753627133658,-4.7296281665523985,5238.2,593244.1856478435,SC1,Female
68.0,2002.0,1934.0,0.009955115366141583,-4.609668752769532,5808.54,583472.8967336199,SC1,Female
69.0,2002.0,1933.0,0.011056595510395818,-4.504728150310805,6281.83,568152.2846787324,SC1,Female
70.0,2002.0,1932.0,0.012638543202324536,-4.371004149886215,6947.24,549686.7707602751,SC1,Female
71.0,2002.0,1931.0,0.014737518464905822,-4.217358760199614,7363.49,499642.46135022945,SC1,Female
72.0,2002.0,1930.0,0.016510101172593362,-4.103782893110465,7838.78,474786.91487441113,SC1,Female
73.0,2002.0,1929.0,0.019042414007526497,-3.9610864715460123,8417.14,442020.63859514514,SC1,Female
74.0,2002.0,1928.0,0.02122157421679959,-3.852736963024838,8946.46,421573.81486420234,SC1,Female
75.0,2002.0,1927.0,0.023830294778228227,-3.73679761790065,9844.01,413088.0499637654,SC1,Female
76.0,2002.0,1926.0,0.02793076665271179,-3.5780264503250865,10797.59,386584.089661988,SC1,Female
77.0,2002.0,1925.0,0.031184080004254742,-3.46784757066562,11407.97,365826.7294864399,SC1,Female
78.0,2002.0,1924.0,0.03455980080198955,-3.365064098894214,12092.39,349897.5607320011,SC1,Female
79.0,2002.0,1923.0,0.04062919797171259,-3.2032683089825866,12944.9,318610.76876321,SC1,Female
80.0,2002.0,1922.0,0.046962751087196795,-3.058400521549698,13926.5,296543.53030005324,SC1,Female
81.0,2002.0,1921.0,0.05473890943080514,-2.9051804982789675,14901.09,272221.17055211536,SC1,Female
82.0,2002.0,1920.0,0.06169903699194268,-2.785486956102767,15521.47,251567.45966759513,SC1,Female
83.0,2002.0,1919.0,0.07257376681751644,-2.6231517610516115,14482.84,199560.26309639498,SC1,Female
84.0,2002.0,1918.0,0.08162304737895953,-2.505643613522093,15680.57,192109.58795985943,SC1,Female
50.0,2003.0,1953.0,0.0014760325299405298,-6.518397513791616,1579.94,1070396.4634598242,SC1,Female
51.0,2003.0,1952.0,0.0016282023678914894,-6.420278714525313,1794.06,1101865.490051642,SC1,Female
52.0,2003.0,1951.0,0.0017250173510978935,-6.362518169941927,2147.27,1244781.6821282187,SC1,Female
53.0,2003.0,1950.0,0.001943622204181212,-6.243201931243197,2480.46,1276204.807016465,SC1,Female
54.0,2003.0,1949.0,0.0021541107793328017,-6.14037727198228,2917.73,1354493.9415342957,SC1,Female
55.0,2003.0,1948.0,0.0023489250206838383,-6.053797493489629,3134.85,1334589.2152348722,SC1,Female
56.0,2003.0,1947.0,0.0026385260732040778,-5.9375348233390355,2909.72,1102782.3562367149,SC1,Female
57.0,2003.0,1946.0,0.0028538927390936975,-5.859071343291868,2086.23,731012.0564175507,SC1,Female
58.0,2003.0,1945.0,0.003128721203116127,-5.7671309192187366,2604.54,832461.5173144684,SC1,Female
59.0,2003.0,1944.0,0.0034974021392649274,-5.655734832011966,3062.82,875741.4440890499,SC1,Female
60.0,2003.0,1943.0,0.0039298440456147065,-5.539155536938053,3286.95,836407.2369914758,SC1,Female
61.0,2003.0,1942.0,0.00441013880367998,-5.423849115261337,3718.2,843102.7152472839,SC1,Female
62.0,2003.0,1941.0,0.004860452441797304,-5.326623750382786,3665.16,754077.9472465515,SC1,Female
63.0,2003.0,1940.0,0.005412696890316069,-5.219007809351447,3772.23,696922.4540817996,SC1,Female
64.0,2003.0,1939.0,0.006180748165943578,-5.086315952389588,3684.18,596073.468953181,SC1,Female
65.0,2003.0,1938.0,0.006794954858790378,-4.9915748746990545,4478.65,659114.0181315757,SC1,Female
66.0,2003.0,1937.0,0.007700391690343672,-4.866484082540475,4808.85,624494.2067077343,SC1,Female
67.0,2003.0,1936.0,0.00855859907297334,-4.7608187619215725,5400.19,630966.5815580635,SC1,Female
68.0,2003.0,1935.0,0.009547951843713565,-4.651428614117606,5627.33,589375.616060011,SC1,Female
69.0,2003.0,1934.0,0.011002259067496854,-4.50965465749681,6165.65,560398.5474414718,SC1,Female
70.0,2003.0,1933.0,0.012284945016442401,-4.399380748685075,6942.11,565090.8482462517,SC1,Female
71.0,2003.0,1932.0,0.013920772970348508,-4.2743730961385085,7480.43,537357.3734686607,SC1,Female
72.0,2003.0,1931.0,0.01588288908173205,-4.142512907611789,7885.66,496487.7585822729,SC1,Female
73.0,2003.0,1930.0,0.017537516265190848,-4.043412906101908,8556.06,487871.8212214807,SC1,Female
74.0,2003.0,1929.0,0.02027511703957138,-3.898360906392075,9110.39,449338.46656564577,SC1,Female
75.0,2003.0,1928.0,0.023071650672166197,-3.7691506587637167,9879.84,428224.23676512705,SC1,Female
76.0,2003.0,1927.0,0.02649078646880425,-3.6309582868672927,10730.35,405059.69925189426,SC1,Female
77.0,2003.0,1926.0,0.030374801715606334,-3.494141905224004,11827.99,389401.389702665,SC1,Female
78.0,2003.0,1925.0,0.03441729227615499,-3.3691961584589145,12329.29,358229.5173331223,SC1,Female
79.0,2003.0,1924.0,0.03961028886292522,-3.2286663746981747,13208.81,333469.1661984646,SC1,Female
80.0,2003.0,1923.0,0.04477547506138782,-3.1060947211220697,14037.3,313504.21141829673,SC1,Female
81.0,2003.0,1922.0,0.05180955830253381,-2.9601806235240757,15126.94,291971.9931150272,SC1,Female
82.0,2003.0,1921.0,0.059096356689467985,-2.8285860030106154,16207.58,274256.83930340287,SC1,Female
83.0,2003.0,1920.0,0.06821003645901903,-2.6851635628043042,16702.88,244874.2277103925,SC1,Female
84.0,2003.0,1919.0,0.07920420449890446,-2.535725894463448,15699.29,198212.83603974775,SC1,Female
50.0,2004.0,1954.0,0.0015509538238936793,-6.4688851670596295,1440.94,929066.9894881275,SC1,Female
51.0,2004.0,1953.0,0.0016666111130564777,-6.396962987937789,1746.14,1047718.922741173,SC1,Female
52.0,2004.0,1952.0,0.0018040015296761185,-6.3177480094063005,1941.27,1076091.1052822256,SC1,Female
53.0,2004.0,1951.0,0.001964532367876167,-6.2325010427074155,2308.51,1175093.8990614358,SC1,Female
54.0,2004.0,1950.0,0.002257939229198954,-6.093302727169122,2848.86,1261708.004874288,SC1,Female
55.0,2004.0,1949.0,0.0024804603334995655,-5.999311117683601,3176.08,1280439.7462462208,SC1,Female
56.0,2004.0,1948.0,0.0027088171309352337,-5.9112432224267115,3399.22,1254872.4538028894,SC1,Female
57.0,2004.0,1947.0,0.002911764327230363,-5.838996083505815,3099.02,1064310.0373950088,SC1,Female
58.0,2004.0,1946.0,0.003285267695068472,-5.7183071402383145,2259.48,687761.3058417474,SC1,Female
59.0,2004.0,1945.0,0.00368406067690624,-5.603739690337568,2737.79,743144.6547995271,SC1,Female
60.0,2004.0,1944.0,0.004041107502244917,-5.511236490357959,3468.27,858247.3982870552,SC1,Female
61.0,2004.0,1943.0,0.004761741675585373,-5.347141779431021,3400.22,714070.6555825504,SC1,Female
62.0,2004.0,1942.0,0.005051767386441736,-5.288017119409498,3882.53,768548.8469679322,SC1,Female
63.0,2004.0,1941.0,0.005796503790306678,-5.150500337958288,4076.66,703296.3571622738,SC1,Female
64.0,2004.0,1940.0,0.006254022070061804,-5.0745304910013544,3991.61,638246.8682206863,SC1,Female
65.0,2004.0,1939.0,0.007282407957351329,-4.922293708091252,3948.58,542208.0200840782,SC1,Female
66.0,2004.0,1938.0,0.008137448876611197,-4.811278553911277,4753.11,584103.2087662602,SC1,Female
67.0,2004.0,1937.0,0.009321083236081678,-4.675476429991087,5149.37,552443.3018757862,SC1,Female
68.0,2004.0,1936.0,0.010009903693650074,-4.604180306715269,5781.78,577605.9567553836,SC1,Female
69.0,2004.0,1935.0,0.011479210156662705,-4.4672176921420945,6080.97,529737.6663559482,SC1,Female
70.0,2004.0,1934.0,0.012754010419201529,-4.361909514153408,6629.32,519783.17267322977,SC1,Female
71.0,2004.0,1933.0,0.014898536239730694,-4.206492309800733,7187.7,482443.3678814829,SC1,Female
72.0,2004.0,1932.0,0.016492806973314702,-4.10483093413674,7986.22,484224.42661953624,SC1,Female
73.0,2004.0,1931.0,0.0184066475293798,-3.995043400842017,8586.6,466494.508915569,SC1,Female
74.0,2004.0,1930.0,0.021226869643043718,-3.852487463830517,8820.76,415546.9058006234,SC1,Female
75.0,2004.0,1929.0,0.024844110871014263,-3.6951345416072963,9927.48,399590.874937788,SC1,Female
76.0,2004.0,1928.0,0.02773719643519939,-3.5849809349852277,10648.95,383923.0841112025,SC1,Female
77.0,2004.0,1927.0,0.03158213023552243,-3.455163817219938,11661.61,369247.0999591866,SC1,Female
78.0,2004.0,1926.0,0.03554464639497477,-3.3369657277448486,12516.17,352125.32039056974,SC1,Female
79.0,2004.0,1925.0,0.04139030180527831,-3.184708681504222,13357.73,322726.08358455007,SC1,Female
80.0,2004.0,1924.0,0.04687494347822667,-3.0602720004901203,14294.33,304946.0743699817,SC1,Female
81.0,2004.0,1923.0,0.05379755367228703,-2.9225272836235594,15066.84,280065.5229005598,SC1,Female
82.0,2004.0,1922.0,0.06207640583650964,-2.7793893004579733,15926.39,256561.08444720952,SC1,Female
83.0,2004.0,1921.0,0.07185081936501249,-2.6331632626945343,17052.14,237327.00824708314,SC1,Female
84.0,2004.0,1920.0,0.08099089339379367,-2.513418557867229,17543.46,216610.27882110453,SC1,Female
50.0,2005.0,1955.0,0.001488881848852875,-6.509729877755067,1423.84,956314.9695840626,SC1,Female
51.0,2005.0,1954.0,0.0016789732207408144,-6.389572850542925,1641.97,977960.8034936452,SC1,Female
52.0,2005.0,1953.0,0.0018266716895736813,-6.305259716927489,1840.09,1007345.7701802179,SC1,Female
53.0,2005.0,1952.0,0.002051747231929624,-6.189063540581902,2041.2,994859.390199004,SC1,Female
54.0,2005.0,1951.0,0.0022392235720993026,-6.101626092800172,2476.46,1105945.8425039197,SC1,Female
55.0,2005.0,1950.0,0.0023926576609300835,-6.035350538822936,2905.71,1214427.808644585,SC1,Female
